[00:00:00] 欢迎收听古爱,我是孟公
[00:49:16] 肚子里的小孩
[00:49:17] 是被谢梦工
[00:49:18] 一周两次抬轿的谢宝王
[00:49:20] 我爱谢梦工
[00:49:21] 祝你早日到加勒比海烤枪
[00:49:23] 去年烤机S减真的很惨
[00:49:25] 我老板又在听你的节目
[00:49:27] 希望台积电赶快三千
[00:49:29] 我要退休了
[00:49:29] 可以用派大星的声音
[00:49:31] 祝我老婆生产顺利吗
[00:49:32] 派大星我不会
[00:49:32] 我祝他生产顺利
[00:49:34] 快乐健康
[00:49:35] 你说自己会不会
[00:49:36] 真的很想要跑去加勒比海烤枪
[00:49:38] 那个是我的一个夸试
[00:49:39] 当然年轻的时候
[00:49:40] 都有想过说
[00:49:41] 要早一点退休
[00:49:42] 但下来就会发现
[00:49:43] 你退休之后
[00:49:45] 可能就像川普讲
[00:49:46] 脑袋就会顿化
[00:49:47] 你也会不知道
[00:49:48] 你自己人生的价值在哪
[00:49:49] 所以我觉得
[00:49:50] 其实我们在追求的
[00:49:51] 可能只是把工作的loading下降
[00:49:53] 那你还是要有工作
[00:49:54] 去证明你的价值
[00:49:55] 或在社会上面有人需要你
[00:49:57] 或者说
[00:49:57] 当你拿钱给你的孩子
[00:49:58] 让他可以去无限课金
[00:50:00] 买Mazza Star的时候
[00:50:01] 即便他没有多少钱
[00:50:02] 那就是去彰显你的价值
[00:50:03] 跟存在的意义
[00:50:04] 所以现在的
[00:50:05] 我不会想要去追求
[00:50:06] 在加勒比亚上面打手枪
[00:50:07] 我反而觉得说
[00:50:07] 就在林口打手枪
[00:50:08] 那还是可以工作
[00:50:10] 那可以时间弹性
[00:50:11] 就是一个很棒的事情
[00:50:12] 所以就算我可能退休的话
[00:50:13] 有一天不知道
[00:50:14] 六七十岁
[00:50:15] 我觉得我也会去找一点事情做
[00:50:16] 大概这样
[00:50:17] 那希望
[00:50:17] 台台生产顺利
[00:50:18] 可以生下一个天使宝宝
[00:50:20] 在这边祝福你们
[00:50:21] 在这边拜拜
