[00:00:00] 欢迎收听古爱,我是沈梦公
[00:48:37] 所以我们还是会看
[00:48:38] 当下的盘面去做决定
[00:48:39] 那这些东西
[00:48:40] 其实都很难去把它
[00:48:41] 写出来
[00:48:42] 那因为刚才前面
[00:48:43] 有一个量化的朋友
[00:48:44] 然后他大概有稍微
[00:48:46] 可以讲一下他的想法
[00:48:46] 那我去echo他的想法
[00:48:47] 那我就突然想到
[00:48:48] 其实身边有一个
[00:48:49] 做量化的朋友
[00:48:50] 也曾经跟我讲过这件事情
[00:48:51] 他就说
[00:48:52] 其实有一天
[00:48:52] 如果我可以把我的一些想法
[00:48:54] 讲出来
[00:48:55] 就你只要可以讲出来
[00:48:56] 然后可以让电脑去执行的话
[00:48:57] 我就可以轻松一半之类
[00:48:58] 可是我没有去试过这件事情
[00:49:00] 然后发现出
[00:49:00] 我们真的蛮困难的
[00:49:01] 他有吃一些判断
[00:49:02] 所以对
[00:49:03] 就是怎么讲
[00:49:04] 这个没有办法明确的说
[00:49:06] 但你会在我们节目里面
[00:49:07] 会感受到
[00:49:07] 有时候我可能前几天
[00:49:09] 还跟你说
[00:49:09] 这个东西我觉得不错
[00:49:10] 然后现在我突然间跟你讲说
[00:49:11] 这东西可能还好
[00:49:12] 就类似说
[00:49:13] 前面我们都在讲
[00:49:14] 战争相关一些影响
[00:49:15] 然后在某一天的时候
[00:49:17] 那时候就跟大家说
[00:49:17] 我感觉战争顿化
[00:49:19] 我也不知道
[00:49:19] 为什么会这样子讲
[00:49:20] 那在上集
[00:49:21] 上上集
[00:49:21] 有朋友在那边讲
[00:49:22] 油价怎么样
[00:49:23] 我觉得就算后面
[00:49:24] 油价拉上去再崩下
[00:49:26] 那也是后面的事情
[00:49:26] 可是重点是
[00:49:27] 你有沒有抓到
[00:49:27] 四月这一整波
[00:49:28] 就当下我就觉得说
[00:49:29] 感觉油价不重要
[00:49:30] 那也不知道怎么形容
[00:49:31] 就是一个就感觉
[00:49:32] 其实就是去参照
[00:49:33] 现途走势吧
[00:49:34] 就是你可能本来
[00:49:35] 你知道这个消息出来
[00:49:36] 每次都会打下去
[00:49:37] 突然这个消息出来
[00:49:38] 打不下去了
[00:49:38] 类似一下软体股
[00:49:39] 不是开始转强吗
[00:49:40] 如果后面
[00:49:41] 你觉得说
[00:49:41] 再看到那个
[00:49:42] Dario
[00:49:43] 阿摩迪
[00:49:45] 阿摩迪Dario
[00:49:45] 我干
[00:49:46] 连名字都记不起来
[00:49:47] 反正就是
[00:49:47] Enfarpia老板
[00:49:48] 整天那边末日言论
[00:49:49] 我真的不太喜欢他
[00:49:50] 他如果再出来
[00:49:51] 狂放雷放不下去
[00:49:52] 你就知道说
[00:49:53] 敌到了
[00:49:53] 所以就是这样的一个感受
[00:49:55] 好那再见
[00:49:56] 拜拜
