[00:00:00] 欢迎收听古爱,我是陈梦公
[00:46:38] 祝福好友
[00:46:39] 甜牛奶
[00:46:40] 5月14号
[00:46:40] 生日快乐
[00:46:41] 好运爆棚
[00:46:41] 今年一起去了富士山
[00:46:43] 晚上一起聊天
[00:46:44] 吃饭的日子
[00:46:45] 想到都觉得很开心
[00:46:46] 让我们一直开开心心的
[00:46:47] 胡闹下去
[00:46:48] 我希望你们平安幸福
[00:46:49] 下面一位
[00:46:49] Yukita Malai
[00:46:51] 优质好节目
[00:46:52] 五星好评奉上
[00:46:53] 感谢梦工无视的分享
[00:46:54] 让我跟着赚钱
[00:46:55] 借助林口梦工好人气
[00:46:56] 目前跟老婆积极备孕中
[00:46:57] 祝我们有天可以加入
[00:46:59] 捏卵联盟
[00:47:00] 谢谢
[00:47:00] 今晚受孕
[00:47:02] 下面一位
[00:47:02] 想留言成功的人
[00:47:05] 梦工大
[00:47:05] 我爱你
[00:47:06] 亲爱的梦工你好
[00:47:07] 我是名字前面跟你一样
[00:47:08] 又是同样星座的小人
[00:47:10] 每次看到你这么厉害
[00:47:11] 我都予有容颜
[00:47:12] 梦工大是我的偶像
[00:47:13] 我的小孩两岁半
[00:47:14] 是女儿
[00:47:15] 这个不一样
[00:47:16] 每次听你分享家长文
[00:47:19] 都很有感触
[00:47:20] 非常感谢你的分享
[00:47:21] 今天是我第一次留言
[00:47:21] 希望可以成功的念出
[00:47:23] 今天留言是
[00:47:23] 希望梦工大帮我
[00:47:25] 向观音大哥许愿
[00:47:26] 今天可以考上正式的教征
[00:47:28] 这样就可以专注的
[00:47:29] 陪伴小孩了
[00:47:30] 如果我能够考上
[00:47:31] 今年的正式教征
[00:47:32] 我会捐出我一个月的全心
[00:47:33] 给师亲儿机构
[00:47:35] 跟浪浪机构
[00:47:37] 希望梦工帮忙转达
[00:47:38] 爱您
[00:47:39] 后面一个三
[00:47:40] 这个不用转达
[00:47:41] 因为坐后面就有听到
[00:47:42] 如果大家觉得
[00:47:43] 观音很理验的话
[00:47:44] 不知道
[00:47:44] 你们各地有观音庙
[00:47:46] 观音是很神通的
[00:47:48] 你搞不好找在地的观音
[00:47:49] 也可以处理
[00:47:50] 希望你会上教征
[00:47:51] 下面一位
[00:47:52] 与Sandy老师分手的晕船仔
[00:47:55] 兄弟的小三们
[00:47:56] 希望我的兄弟们
[00:47:58] 都可以跟小三
[00:47:59] 好好的在一起
[00:48:00] 常常看到我的兄弟们
[00:48:01] 跟小三吵架
[00:48:02] 我很难过
[00:48:03] 少子
[00:48:03] 你们可以不要再吵架了吗
[00:48:05] 想起梦工大助
[00:48:06] 我的兄弟们
[00:48:06] 都能够跟小三
[00:48:07] 好好在一起
[00:48:08] 不要一直吵架
[00:48:08] 梦工每次坐电梯
[00:48:10] 都没有别人
[00:48:11] 这个祝福真的蛮需要的
[00:48:12] 我是真的听到
[00:48:13] 后面我脚步声
[00:48:14] 赶快一直狂按关门
[00:48:15] 那一种
[00:48:15] 如果说对方加速赶上
[00:48:18] 对到眼睛的话
[00:48:18] 我还是会把门按开
[00:48:19] 可是我心中是死灰的感觉
[00:48:22] 你好你好
[00:48:23] 好的
[00:48:23] 就赶快关门
[00:48:24] 或甚至是
[00:48:25] 我有时候看到电梯
[00:48:26] 已经在移动了
[00:48:27] 你知道我就在想说
[00:48:28] 我就不会去按下楼
[00:48:29] 就在说电梯从楼上下来
[00:48:31] 我不会去按下楼
[00:48:32] 因为有时候
[00:48:32] 电梯里面可能有人
[00:48:33] 即便他有可能是要下去
[00:48:34] 接人上来的
[00:48:35] 但我就知道
[00:48:35] 可能有人
[00:48:36] 我就是不要按
[00:48:37] 为什么这么多人喜欢
[00:48:38] 你看到我下楼
[00:48:39] 就跟人家按下楼
[00:48:39] 我现在讲的
[00:48:40] 不是说那种办公室
[00:48:41] 因为办公室电梯
[00:48:41] 没有办法
[00:48:42] 那个就是大家在进出
[00:48:43] 就家里的电梯
[00:48:43] 不知道我都会闪人家
[00:48:44] 可是好像很多人都不闪
[00:48:46] 下面一位
[00:48:46] 林口大吉吉
[00:48:48] 梦工好帅
[00:48:49] 嗨梦工
[00:48:50] 请问对于S&TK财报
[00:48:51] 以及未来的展望
[00:48:52] 有什么看法
[00:48:52] 中间被洗出去过
[00:48:53] 这个记忆体没有什么好讲
[00:48:54] 记忆体就是非常好
[00:48:55] 它就是非常好
[00:48:56] 那只是在前面
[00:48:57] 你也知道说
[00:48:58] 就是台湾
[00:48:59] 或者说美国的记忆体
[00:49:00] 那时候都遇到一些
[00:49:00] 怎么讲
[00:49:01] 就开始大家会传些逆风
[00:49:02] 是不是价格已经涨完
[00:49:03] 或什么的
[00:49:03] 所以那时候股价表现也不好
[00:49:05] 然后就有很多故事
[00:49:06] 在那边运作
[00:49:06] 只是画一下
[00:49:07] 美国都全部射出去
[00:49:08] 那台湾呢
[00:49:08] 我感觉是在射出的边缘
[00:49:10] 那记忆体的各种展望
[00:49:12] 跟目前的情况
[00:49:13] 都还是是好的
[00:49:14] 那只是当然
[00:49:14] 这股价已经反映到哪
[00:49:15] 我不知道
[00:49:16] 那我自己本身
[00:49:17] 像他记忆体
[00:49:17] 我也只是他没光
[00:49:18] 那台股
[00:49:19] 我早早就被洗掉了
[00:49:20] 那希望你可以继续搭车快乐
[00:49:22] 下面一位
[00:49:22] Nicole Lean
[00:49:23] 五星吹吹流言成功
[00:49:25] 男友成伯到70岁
[00:49:26] 猛工大大您好
[00:49:28] 我跟男友都是公务员
[00:49:29] AKA你的忠实听众
[00:49:30] 那谢谢猛工的节目
[00:49:31] 让我们在股票操作上
[00:49:32] 比较有心得
[00:49:33] 就是希望你可以用
[00:49:34] 川普的声音
[00:49:34] 帮我跟男友说
[00:49:35] 不是啊
[00:49:36] 这太难了啦
[00:49:36] 焦虑的时候多想想
[00:49:38] 我不要再把自己的手
[00:49:39] 抠到破皮
[00:49:40] 不然即便到加勒比海
[00:49:41] 靠靠
[00:49:41] 手感也会不好
[00:49:43] 那就你帮他靠
[00:49:44] 那他说
[00:49:45] 最后祝您一家大小
[00:49:46] 与狗狗都平安健康
[00:49:47] 绩效大爆色
[00:49:48] 那希望这两位朋友
[00:49:50] 可以透过投资
[00:49:52] 那最后面就快乐
[00:49:53] 到加勒比海上面去
[00:49:54] 因为上次已经跟大家分享
[00:49:55] 我现在的人生目标
[00:49:57] 就稍微有点改变了
[00:49:58] 我不会觉得说
[00:49:58] 我想要去加勒比海
[00:49:59] 即便他曾经是我讲过的话
[00:50:01] 但我能够说
[00:50:02] 随着人生阶段的改变
[00:50:03] 一些事情真的会慢慢的改变
[00:50:05] 以前你想的是这样
[00:50:06] 你的梦想的那种样态是这样
[00:50:09] 可是你到某个时间点
[00:50:10] 你发现一下样态又不一样
[00:50:11] 那我昨天跟几个
[00:50:12] 这个投资的好朋友吃饭
[00:50:14] 那我们就有聊到说
[00:50:16] 因为有一位朋友
[00:50:17] 他现在在学黑管
[00:50:18] 我觉得蛮有意思的啦
[00:50:20] 就是这个也是
[00:50:21] 我现在想要努力的一个方向
[00:50:22] 不然说去学一点点的红酒
[00:50:24] 我是没有去上手品酒科
[00:50:25] 但是我就是直接就扎钱
[00:50:26] 然后反正你们讲的屌
[00:50:28] 我就一直去喝
[00:50:28] 一直去喝
[00:50:29] 那像这个我就还蛮喜欢的
[00:50:31] 然后跟一直去打网球我也喜欢
[00:50:32] 然后跟一下教练的这个髋关节
[00:50:34] 那当然可能泰拳的时间
[00:50:36] 就被我排挤到
[00:50:36] 因为人的时间是有限
[00:50:38] 但其实我还蛮喜欢这种
[00:50:39] 有累积感觉的东西
[00:50:40] 因为我们昨天就聊到说
[00:50:41] 其实你后来发现说
[00:50:43] 这个时代的大家
[00:50:44] 其实生活都过得还蛮不错的
[00:50:45] 就你真的要用杂钱买东西的话
[00:50:47] 其实你怎么讲
[00:50:48] 就只是存久跟存短的一个差别
[00:50:50] 大家都可以办到
[00:50:51] 那唯一一个难以取代
[00:50:53] 然后更让自己会很有踏实感
[00:50:54] 不会觉得说很容易被时代洗掉的东西
[00:50:56] 就是累积到自己身上的东西
[00:50:58] 所以家会一直想去做一些
[00:51:00] 累积到自己身上的东西
[00:51:01] 而不是某一种就是直接
[00:51:03] 怎么讲
[00:51:04] 就是说很直率
[00:51:06] 然后跟很明显的这种形态
[00:51:09] 就像说加瑞比海考枪
[00:51:10] 你就是有钱就可以办到
[00:51:11] 对吧
[00:51:12] 那可是你把网球打得很好
[00:51:13] 你把黑管吹得很好
[00:51:15] 你学会萨克斯风
[00:51:16] 你学会调酒
[00:51:18] 你学会什么
[00:51:18] 那个是你不一定是砸钱就会办到
[00:51:21] 那需要持之以恒的练习
[00:51:22] 跟品位的累积
[00:51:23] 所以家很注重这种累积的东西
[00:51:25] 但这是我的改变
[00:51:26] 我不确定大家是不是这样
[00:51:27] 那还是祝你可以在加瑞比海打枪顺利
[00:51:29] 拜拜
