[00:00:00] 欢迎收听古爱,我是圣木工
[00:48:50] 特别是当我今天
[00:48:51] 可能又initiate
[00:48:52] 某个新的东西的时候
[00:48:53] 我就会这样子
[00:48:54] 反正你就是有idea
[00:48:55] 你就会立刻想要跳起来
[00:48:56] 我觉得就顺应吧
[00:48:57] 后来你一定有一段时间
[00:48:58] 会开始习惯
[00:48:58] 那你就会开始睡得
[00:48:59] 比较好一点
[00:49:00] 好大概这样子
[00:49:01] 下面一位
[00:49:01] Wintering 127
[00:49:03] 2021开始的听众来了
[00:49:04] 孟公您好
[00:49:05] 我是从大概2020到2021
[00:49:06] 开始听的听众
[00:49:08] 早期您很常分享
[00:49:09] 不懂就买0050
[00:49:10] 这种ETF的观念
[00:49:11] 我听了之后
[00:49:12] 就上网查完
[00:49:13] 概念也开始买
[00:49:14] 虽然一开始买
[00:49:15] 这些大盘ETF
[00:49:16] 都只能够每个月1000
[00:49:18] 定期定额
[00:49:19] 那现在随着薪水的增长
[00:49:21] 有多买到每个月5000
[00:49:22] 在市场上算是
[00:49:23] 超级迷你小资
[00:49:24] 但还是很感谢孟公
[00:49:25] 让我在刚出社会的时候
[00:49:26] 就接触到这些观念
[00:49:27] 我不懂股票
[00:49:28] 但能够持续的投资大盘
[00:49:29] 加减存点钱
[00:49:30] 我还是很感恩孟公的分享
[00:49:31] 祝您全家健康快乐
[00:49:33] 谢谢
[00:49:34] 其实现在买0050
[00:49:35] 已经不只是存钱了
[00:49:36] 0050已经变标股了
[00:49:37] 所以你是在大赚钱
[00:49:39] 下面一位
[00:49:39] 减零祖谋
[00:49:41] 股市哪时候可以上车
[00:49:42] 知南乔虎孟公企家
[00:49:43] AKA官英导海的代言人
[00:49:45] 别这样说
[00:49:46] 我绝对不是什么
[00:49:46] 官英导海的代言人
[00:49:48] 那个是妈的
[00:49:49] 你们整天都想要
[00:49:50] 去蹭我后面的官英
[00:49:51] 所以我才加减帮忙你们
[00:49:53] 他说先祝福各位
[00:49:55] 捏软联盟
[00:49:56] 快乐宝贝身体健康
[00:49:57] 目前双宝进入
[00:49:58] 吵架打架的阶段
[00:49:59] 希望诺侠跟安哥
[00:50:00] 没有这种问题
[00:50:01] 好奇问一下孟公大
[00:50:02] 假如你是一家公司
[00:50:03] 从微航出来
[00:50:04] 当全职股票仔之后
[00:50:05] 资产已经翻了几倍
[00:50:06] 那常听报股仔夸自己
[00:50:08] 想说挑格最强的
[00:50:09] 来调整自己的心态
[00:50:10] 发愿资产
[00:50:11] 可以到不用烦恼的地步
[00:50:14] 每个月捐净收入的10%
[00:50:16] 做善事直到永远
[00:50:20] 跟红头乐花的一个感想
[00:50:23] 周董新爷梦宫
[00:50:25] 我的人称偶像
[00:50:26] 周六有去酒会吗
[00:50:28] 这个人好像感觉
[00:50:30] 知道太多事情了
[00:50:31] 那首先先想说几倍
[00:50:33] 太多倍了
[00:50:36] 那时候可能就是大概
[00:50:38] 不知道十几万的一个身价
[00:50:41] 现在的话就远超
[00:50:42] 是远超
[00:50:43] 所以没错
[00:50:44] 天花板是很高的
[00:50:45] 当然我觉得我自己
[00:50:47] 这样好像很多的时候
[00:50:47] 没有一堆又比我更多的
[00:50:49] 所以你要知道说
[00:50:50] 这个世界是非常大
[00:50:51] 钱是赚不完的
[00:50:52] 不用去跟别人比较
[00:50:53] 跟自己比较就好
[00:50:53] 然后再来讲说
[00:50:55] 红酒的话
[00:50:56] 这两个的感想
[00:50:58] 那个酒神的酒的话
[00:51:00] 蛮不错的
[00:51:01] 只是它现在就全部都是老酒了
[00:51:02] 我会觉得说
[00:51:03] 比较可惜一点
[00:51:04] 如果我早一点入坑的话
[00:51:06] 我觉得感受也不太一样
[00:51:07] 因为我自己本身并不是
[00:51:08] 太喜欢老酒的味道
[00:51:10] 可能不知道
[00:51:11] 有招也就会吧
[00:51:12] 我觉得那个也是慢慢有在调
[00:51:14] 像我一开始是很喜欢
[00:51:16] 那时候跟大家分享说
[00:51:17] 就像那帕
[00:51:18] 或者说一些南美的酒
[00:51:19] 因为它那个果香炸弹
[00:51:20] 很爽
[00:51:21] 但我后来
[00:51:22] 喝比较多一点之后
[00:51:24] 我更喜欢的是像
[00:51:25] 伯根蒂的那种
[00:51:26] 比较细致内敛的感觉
[00:51:28] 就真的是很有料
[00:51:29] 哇
[00:51:29] 那个远远流长
[00:51:30] 然后甚至是在
[00:51:31] 接下来的一个小时
[00:51:32] 两个小时
[00:51:32] 三个小时
[00:51:32] 味道都不太一样
[00:51:33] 我很喜欢那样的一个感受
[00:51:34] 但是如果是
[00:51:35] 像伯根蒂的酒
[00:51:36] 它放太久的话
[00:51:38] 其实应该觉得
[00:51:39] 老酒都有一样的问题
[00:51:40] 你放太久
[00:51:40] 它那个味道是这样
[00:51:41] 就是你可能
[00:51:42] 你喝一开始
[00:51:44] 前半小时是很不错
[00:51:45] 可是一个小时之后
[00:51:46] 那个味道
[00:51:47] 真的是像一个大哥
[00:51:48] 跟我形容的
[00:51:49] 像是断崖式的跳下去
[00:51:50] 会这样子
[00:51:51] 所以一些老酒
[00:51:52] 它已经是
[00:51:53] 很像那种
[00:51:54] 不知道
[00:51:55] 就是你今天在海上搭帆船
[00:51:57] 然后你看路上的灯
[00:51:59] 已经晚上12点一点了
[00:52:00] 那种微微的闪烁
[00:52:01] 就是剩下一点点的
[00:52:03] 你会觉得比较可惜
[00:52:04] 当然它也是有它的风味在
[00:52:05] 但你会觉得
[00:52:06] 如果你早个十年去喝
[00:52:07] 应该不一样
[00:52:08] 然后再来讲说
[00:52:08] 乐花的话
[00:52:09] 我觉得乐花就是一个
[00:52:11] 它应该是
[00:52:12] 伯根蒂我们年
[00:52:13] 喝到下是最强的
[00:52:14] 就是它在果香跟酸味的掌握上面
[00:52:17] 我觉得是做到一个极限
[00:52:20] 所以因为这样子
[00:52:21] 才赶快去了解一下
[00:52:22] 它到底是怎么搞的
[00:52:23] 为什么它的东西
[00:52:24] 跟别人
[00:52:24] 你在同一块地上弄出来
[00:52:25] 你怎么会不太一样
[00:52:27] 然后后来查来知道说
[00:52:28] 它用一个什么生物动力法
[00:52:29] 简单来讲
[00:52:30] 它相信葡萄是要快乐的
[00:52:32] 它让葡萄随便长
[00:52:33] 所以它的葡萄
[00:52:33] 你去找那个伯根蒂的照片
[00:52:35] 我相信有照片
[00:52:36] 我一定会去现场看一下
[00:52:37] 它的葡萄就长得都比别人来得高
[00:52:39] 那你会想说
[00:52:40] 它的东西这么好喝
[00:52:41] 那为什么你们不要去
[00:52:42] 抄它的方式就好
[00:52:43] 那可是最后面就发现说
[00:52:45] 它的方式不一定是对的方式
[00:52:47] 就是你让葡萄这样去生长
[00:52:48] 长得比别人可能高一倍之类的
[00:52:50] 那它会产生一些问题
[00:52:51] 可能有一些鸟害
[00:52:52] 有一些虫害
[00:52:53] 那在太阳的曝晒方面
[00:52:54] 也会比较不均衡
[00:52:56] 那可是为什么它可以弄得这么好喝呢
[00:52:57] 我相信可能就是
[00:52:58] 它花很多心力去照顾它的葡萄之类的
[00:53:02] 那我相信是没有什么大秘密啦
[00:53:03] 因为你知道这些顶尖酒庄
[00:53:06] 特别是像这个乐花夫人
[00:53:09] 他以前也是从那个DRC出来的嘛
[00:53:11] 所以就是不知道
[00:53:13] 它可能真的特别用心吧
[00:53:14] 它弄出来的东西是真的有点不太一样
[00:53:16] 但是有没有办法去justify的价格呢
[00:53:19] 我觉得这个就像是我刚才前面讲到的
[00:53:21] 那种生不逢时的味道
[00:53:23] 前面的生不逢时是比较偏向说
[00:53:24] 我会想在可能酒神的
[00:53:27] 这个酒在不知道
[00:53:28] 2010 2015之类的去做尝试
[00:53:31] 我相信会比我现在去喝会更喜欢
[00:53:33] 然后再来就是乐花的话
[00:53:35] 我也是爬了一些台湾的葡萄酒大师们
[00:53:37] 反正我就去找出说业界的专家
[00:53:39] 然后看你们推什么东西
[00:53:40] 我就全部像吃汗一样全部都会把它看完
[00:53:43] 那就有人写到说
[00:53:44] 他在30年前去喝的话只要3000块
[00:53:47] 我想说这也是另外一个生不逢时
[00:53:49] 因为你是要随便去买乐花
[00:53:50] 你随便买一个村庄一级元的
[00:53:53] 可能就是10 20万左右吧
[00:53:54] 你要去买到Ground Crew的话
[00:53:56] 像那个Richard Burr是40 50万
[00:53:57] 那Moussini的话
[00:53:58] 大概都是要破一两百万以上
[00:54:00] 它是现在最贵的红酒
[00:54:01] 那我自己的感受是这样
[00:54:03] 我觉得其实找一个村庄级的来靠一下就可以
[00:54:05] 红头村庄级的
[00:54:07] 那你就找个不知道五个朋友一起分
[00:54:09] 大家一人喝一点
[00:54:10] 这应该是一个蛮值得去做的尝试
[00:54:13] 那特别是我感觉这个酒还在更高价
[00:54:15] 为什么
[00:54:15] 因为第一个是刚才前面
[00:54:17] 忘记几集前我跟大家聊到
[00:54:19] 他会控货
[00:54:20] 这个阿婆他是会控货
[00:54:21] 他很厉害
[00:54:22] 然后第二个是他年事已高
[00:54:24] 所以你知道就是
[00:54:26] 当我们非常讲一些不好的天的话
[00:54:27] 可是你知道有些人
[00:54:28] 当他变成是传奇之后
[00:54:29] 他会升华到另外一个等级
[00:54:31] 到时候搞不好就是
[00:54:32] 更加恐怖的一个价格
[00:54:34] 所以对啦
[00:54:34] 就是类似投资吧
[00:54:37] 最好的时间就是10年前
[00:54:39] 再来就是当下
[00:54:40] 你再不买的话
[00:54:41] 指数后面又要再到更高的地方
[00:54:43] 差不多这样的一个感受
[00:54:44] 但我自己是没有再去做囤货
[00:54:46] 反正我都是买来把它喝掉
[00:54:47] 买来喝掉
[00:54:48] 然后真的很喜欢的
[00:54:49] 我就留一瓶放在那边
[00:54:50] 然后希望未来有照一日
[00:54:51] 会有对的时间点
[00:54:52] 再把它拿出来喝一下
[00:54:53] 感受一下
[00:54:54] 我当时喝到的2010年是什么味道
[00:54:56] 我10年后喝到的2010年是什么味道
[00:54:58] 所以我会觉得说
[00:54:59] 我应该要早一点入坑
[00:55:00] 我不用喝多
[00:55:01] 但是我就是慢慢喝点点
[00:55:04] 可是喝的够长
[00:55:05] 可以感受到很多不一样的东西
[00:55:07] 好像他对这个东西
[00:55:08] 是真的觉得蛮有兴趣的
[00:55:10] 这个酒庄我也是蛮推的
[00:55:11] 大家在这边拜拜
