[00:00:00] 欢迎收听古爱,我是孟公
[00:48:34] 而不是整天沉溺在这个焦虑里面
[00:48:36] 然后被一些焦虑商人把你的钱赚走
[00:48:39] 我觉得很多在打这些AI焦虑的
[00:48:41] 他最后面下面就是要告诉你
[00:48:42] 他要卖一个AI课程吗
[00:48:44] 你去看一下是不是都是长这个样子
[00:48:45] 下面一位
[00:48:45] 拥抱开心
[00:48:47] 0050的FCN定期票据
[00:48:50] 这个不太想回答
[00:48:51] FCN相关的东西
[00:48:53] 特别是你可以去搞到FCN的
[00:48:55] 就是所谓的专业投资人
[00:48:57] 所以你们应该就自己的判断
[00:48:59] 我们不想去回答太多
[00:49:01] 衍生金融品
[00:49:02] 我就跟大家讲
[00:49:03] 保守的做0050就是最适合大家
[00:49:05] 你要进阶
[00:49:06] 你要搞股票
[00:49:07] 要搞题材的
[00:49:08] 可以替我们节目找一些灵感
[00:49:09] 可是监管不要去玩一堆
[00:49:10] 那种叠床价物的东西
[00:49:12] 那当然他一定有一些他的利跟比
[00:49:15] 未来就去分析
[00:49:15] 反正我们就是尽量让自己的投资交易
[00:49:17] 简单一点
[00:49:18] 大概这样
[00:49:18] 下面一位
[00:49:18] 新手快乐吧
[00:49:20] 工作毫无动力的社畜
[00:49:23] 那请问孟公
[00:49:24] 如果战争还是没有落幕
[00:49:26] 到时候六月份是不是没有油可以用
[00:49:28] 不知道孟公对这个部分的风险评估
[00:49:30] 那另外也请孟公用
[00:49:31] 摇滚丝吼的语音包
[00:49:33] 助我的女儿小朱鱼
[00:49:34] 不像
[00:49:37] 老婆亚文永远青春美丽
[00:49:39] 就来到一家平安五十爱宁
[00:49:40] 我不是很早就跟大家讲说
[00:49:41] 战争早就顿化了
[00:49:43] 忘记一两个月前就跟大家讲这件事情
[00:49:45] 所以那个是我们对盘的一个敏感度
[00:49:48] 就是我们看到一些状况
[00:49:49] 看到一些反应
[00:49:50] 你这个地方该涨
[00:49:51] 有油价该喷没喷
[00:49:52] 那应该就顿化了
[00:49:53] 所以即便他后面还是有在打
[00:49:54] 那股市就照喷了
[00:49:55] 所以我觉得这已经不是什么重要的话题了
[00:49:57] 好 大家再见
[00:49:57] 拜拜
