[00:00:00] 欢迎收听古爱,我是沈梦公
[00:48:56] 跟后来回测的金额
[00:48:57] 那虽然知道是看趴数
[00:48:59] 但也差太多了
[00:48:59] 而年前你进市场的时候
[00:49:01] 普遍可能是喷到
[00:49:02] 三到五根就没了
[00:49:03] 那怎么驾驭
[00:49:04] 现在的超紧喷行情
[00:49:05] 还是你本身就很会抱
[00:49:07] 或许如你所说的特质
[00:49:08] 你很有弹性
[00:49:09] 关于邪校
[00:49:10] 那谢谢抽到
[00:49:11] OK
[00:49:12] 怎么样从短变长
[00:49:14] 我注意到身边
[00:49:15] 每个短变长都是资金变大
[00:49:16] 资金变大自然就会变长
[00:49:18] 那当然你说
[00:49:19] 是资金变大是本质
[00:49:21] 还是说是年纪
[00:49:23] 因为在资金变大的过程中
[00:49:24] 大家也都变老了
[00:49:25] 你会注意到大家变老
[00:49:26] 大家都不会想要
[00:49:27] 整天坐在电脑前面盯盘
[00:49:29] 所以我觉得有短变长
[00:49:31] 是势必会发生的事情
[00:49:32] 几乎我身边的所有人都这样
[00:49:34] 即便是一些做量化交易的人
[00:49:37] 他们可能也开始
[00:49:38] 有一些长头的部位
[00:49:39] 所以我认为那是必然的
[00:49:41] 甚至你不用去刻意训练
[00:49:42] 就你时间到就是会发生
[00:49:43] 类似说
[00:49:44] 就时间到你妈早上
[00:49:45] 就是会翘不起来之类的
[00:49:47] 那再讲说这个金额
[00:49:48] 这个金额确实要花时间
[00:49:49] 去收集一下
[00:49:50] 它不容易
[00:49:51] 你会看到你有一些回档出现
[00:49:53] 然后接着你就很焦虑
[00:49:55] 会很受不了
[00:49:55] 但如果你用帕数看
[00:49:56] 你会发现这个帕数
[00:49:57] 可能跟之前是差不多
[00:49:58] 所以我觉得它有点像说
[00:50:01] 你在短期内报复的太快
[00:50:03] 你的知识认知感受度
[00:50:06] 什么没有跟上的话
[00:50:07] 你会很容易去把
[00:50:09] 你现在赚到的东西给丢回去
[00:50:10] 你会赔回去
[00:50:11] 那没有办法
[00:50:11] 那是因为你的认知是还没有跟上
[00:50:13] 你的感受度还没有跟上
[00:50:15] 但是一段时间之后
[00:50:16] 一定都会慢慢的适应
[00:50:17] 这个真的是要
[00:50:18] 有点类似说要
[00:50:19] 帮自己full proof一样
[00:50:21] 你就要知道说
[00:50:21] 你不要去盯那个金额
[00:50:23] 你就是要看百分比
[00:50:24] 或者说甚至你不用整天去算
[00:50:26] 这有的没有的
[00:50:26] 你就直接用镜子看
[00:50:28] 所以我自己是蛮推荐
[00:50:29] 都用镜子去追踪你的部位就好了
[00:50:31] 这个是很简单的
[00:50:32] 因为你拉长一看
[00:50:33] 就会发现说
[00:50:33] 你现在很焦虑
[00:50:34] 可是你的镜子明明
[00:50:35] 整个长线是走得好好的
[00:50:36] 或许没有出什么样的一个大问题
[00:50:38] 所以这个真的是
[00:50:39] 心态上要调整的东西
[00:50:41] 然后再讲说
[00:50:42] 要去怎么样处理下的超紧喷行情
[00:50:44] 简单来说
[00:50:45] 你没有办法
[00:50:46] 什么东西都报到
[00:50:47] 像我前面才刚刚举过一些
[00:50:49] 新贵的例子
[00:50:49] 像正美
[00:50:50] 正美买超级便宜的
[00:50:52] 或者说三太四
[00:50:53] 也买超级便宜的
[00:50:54] 可是后来整个喷出去的时候
[00:50:55] 那个部位一定都是慢慢的降低
[00:50:57] 可是有些部位
[00:50:58] 你从头到尾都干大厂的
[00:51:00] 可是它就是不会碰
[00:51:01] 这个势必会发生
[00:51:03] 但后来会知道说
[00:51:04] 当你的部位变多变散的时候
[00:51:06] 你比较容易吃满波段
[00:51:08] 可是当你想要去
[00:51:10] 把部位都压满的时候
[00:51:11] 你势必会在涨多的时候
[00:51:13] 你去思考说
[00:51:14] 是不是我要卖一点
[00:51:14] 对
[00:51:15] 你看起来短线上是卖对的
[00:51:16] 可是很多时候
[00:51:17] 你长线看会发现
[00:51:18] 早知道我都不要卖
[00:51:19] 但是你也不能够这样去
[00:51:20] 把眼光都盯着同一个东西
[00:51:22] 因为你换来换去
[00:51:22] 说不定你最后面换到一个
[00:51:24] 你最后的真命天女
[00:51:25] 然后帮你赚超多钱之类
[00:51:27] 所以我认为这个也是一个
[00:51:28] 过度被聚焦
[00:51:30] 然后可能不是特别重要的东西
[00:51:31] 只要你的禁止
[00:51:32] 是一直有在上去就好
[00:51:34] 只要你跟大盘比
[00:51:35] 你有outperforming
[00:51:35] 就没有什么太大的问题
[00:51:36] 那过程中的一些
[00:51:38] 有的没有的事情
[00:51:39] 你可以把它视为
[00:51:39] 是某一种collateral damage
[00:51:41] 大概这样的一个感受
[00:51:42] 那这边就来吧
