[00:00:00] 欢迎收听股癌,我是陈梦工
[00:46:41] 它都有它的pros and cons
[00:46:43] 它都一定有它的好处跟坏处
[00:46:45] 那最终是你要lock in某一个方式
[00:46:47] 那当然这个方式
[00:46:48] 你可以去做一些弹性的调整
[00:46:50] 像我们这样
[00:46:50] 但你要大概抓到一个逻辑
[00:46:52] 就是你要怎么样去进出
[00:46:54] 可以稳定的把钱刷出来
[00:46:55] 这个是很重要的
[00:46:56] 所以这个其实跟我们前面讲
[00:46:57] 你会注意到我们的观念
[00:46:58] 讲到后来我自己都有点腻
[00:47:00] 我会觉得说
[00:47:00] 那观念其实真的都一样
[00:47:01] 甚至有时候你看到一些
[00:47:02] 就是网络上要嘴我
[00:47:04] 就讲说他都在讲一样的东西
[00:47:05] 不是因为真的就这样而已
[00:47:06] 真的就这样而已
[00:47:07] 就是拼你的时间
[00:47:08] 就像是你去听巴菲特演讲
[00:47:09] 你听100次
[00:47:10] 他讲的东西其实都一样
[00:47:11] 真的都一样
[00:47:12] 因为就是这样
[00:47:12] 人家都把方法告诉你
[00:47:14] 你不会就还是不会吧
[00:47:15] 那人家也没有长招
[00:47:16] 因为真的就是这样子
[00:47:17] 那当然他可能有一些那种
[00:47:18] 细微的touch
[00:47:19] 其实是
[00:47:20] 他需要一些时间的磨练
[00:47:21] 可是其实大致上
[00:47:22] 真的都长这样
[00:47:23] 所以我不会觉得你的这个
[00:47:24] 做法是错的
[00:47:25] 甚至是
[00:47:26] 要不是盘下这么好
[00:47:27] 那一路喷
[00:47:28] 然后你甚至有一点那种
[00:47:29] 什么相对剥夺感的产生
[00:47:30] 你搞不好觉得
[00:47:31] 你的决定是对的
[00:47:32] 因为有些东西下去的时候
[00:47:33] 真的就下去了
[00:47:33] 所以锁定一个方式
[00:47:35] 那就按照这样去做
[00:47:36] 你都已经可以明确定位说
[00:47:37] 你是做题材跟营收
[00:47:38] 那相信就代表说
[00:47:39] 你一定是靠这样赚过不少钱
[00:47:41] 你才敢直接讲说
[00:47:42] 你是靠这样做
[00:47:42] 那没关系
[00:47:43] 有时候就会被洗掉
[00:47:44] 正常
[00:47:44] 好像觉得说
[00:47:45] 自己看好的某些东西
[00:47:47] 就不直接去提了
[00:47:48] 那个我在卖出之后
[00:47:49] 又在网上喷50%
[00:47:50] 你说我会难过吗
[00:47:51] 以前会
[00:47:51] 以前绝对会难过
[00:47:52] 说我怎么这么笨
[00:47:53] 我怎么被洗掉
[00:47:54] 我应该知道怎么样
[00:47:54] 后面就不会纠结
[00:47:56] 因为我这个地方卖掉
[00:47:57] 我去别边赚更多
[00:47:58] 或者说我卖掉去别边
[00:47:59] 没有赚更多
[00:48:00] 可是在下一只就赚更多
[00:48:01] 所以你知道
[00:48:02] 你没有走到最后面
[00:48:02] 你不知道结果是怎么样
[00:48:03] 你这样不要用一两次的胜败
[00:48:05] 就去决定说
[00:48:06] 你到底是不是白痴
[00:48:07] 他不是这样看的
[00:48:07] 下面一位
[00:48:08] Jill172520
[00:48:10] 我兄弟今天生日
[00:48:11] 白塑胶医院的狗
[00:48:12] 阿大你好
[00:48:13] 我是第一次留言的粉丝
[00:48:15] 我又一直叫做
[00:48:15] 我的兄弟
[00:48:16] Furfurbear的生日
[00:48:18] 想对他说
[00:48:19] 我们从同学到同事
[00:48:20] 已经共患难超过10年
[00:48:22] 看着从前的战友们
[00:48:23] 都陆续下车了
[00:48:24] 就是我们两个
[00:48:24] 还没有认赔杀出
[00:48:25] 要跑记得要揪我
[00:48:27] 那最后想起来
[00:48:27] 当川普的声音祝他
[00:48:28] 这有些不太像是
[00:48:39] 川普会用的字
[00:48:40] 你要用一些那种什么
[00:48:41] Tremendous
[00:48:42] Wow
[00:48:42] Incredible
[00:48:43] 这才是川普的字
[00:48:45] 那相信他听到会大爆色
[00:48:46] 我指的是股票的部分
[00:48:47] 感谢爱你
[00:48:48] 爱你
[00:48:48] 下面一位
[00:48:48] Willie
[00:48:49] 梦工喜欢福利连
[00:48:51] Lisa喜欢紫罗兰
[00:48:52] 都是需要人生历练
[00:48:53] 才能够懂的经典
[00:48:54] 今天想要推荐
[00:48:55] 新海城的成名名作
[00:48:57] 秒速5公分
[00:48:59] 我听起来超怪的
[00:49:01] 你确定这不是
[00:49:02] 像黑兽那种东西吗
[00:49:03] 秒速5公分
[00:49:04] 听起来超怪的
[00:49:05] 这部动画告诉我们
[00:49:06] 谁都不可能
[00:49:07] 和谁在一起一辈子
[00:49:08] 人就是这样子
[00:49:09] 人必须要去习惯失去
[00:49:11] 那如果这句话
[00:49:12] 有打中梦工
[00:49:12] 强烈推荐去补完这部片
[00:49:14] 相信梦工绝对
[00:49:15] 从中获得你的结论
[00:49:17] 那最后祝大家健康平安
[00:49:18] 然后可以用櫻花的emoji
[00:49:19] 当这集标题吗
[00:49:20] 可以
[00:49:21] 然后就用这个emoji
[00:49:22] 那非常感谢的推荐
[00:49:23] 我突然想到
[00:49:23] 好像以前也有听众推荐过
[00:49:25] 那时候我说我会看
[00:49:25] 好像没有去看
[00:49:26] 所以这应该是正常的东西
[00:49:27] 后面再找来看
[00:49:29] 然后说人要习惯失去
[00:49:31] 我觉得就是
[00:49:31] 不然说像上题的QA回答
[00:49:33] 我觉得那位兄弟
[00:49:34] 你缺的也是
[00:49:35] 你要习惯
[00:49:36] 你会失去这些东西
[00:49:37] 你要习惯
[00:49:38] 你会赔一点钱
[00:49:39] 你只要整体是好的
[00:49:40] 你就不要太专注在那些losses
[00:49:42] 你要专注在你得到什么
[00:49:43] 你要专注在你家有的生活
[00:49:45] 专注在你的家人
[00:49:45] 要去习惯一些时据
[00:49:47] 没错
[00:49:48] 这个说得太好了
[00:49:48] 拜拜
